# Sixth position of the slider with the value 1

max-counts: 127
# counts: pixels
0: 0
1: 0.20651
2: 0.413021
3: 0.90944
4: 1.92611
5: 2.94674
6: 3.96341
7: 4.98008
8: 6.00072
9: 7.01738
10: 8.03405
11: 9.05469
12: 10.0714
13: 11.088
14: 12.1087
15: 13.1253
16: 14.142
17: 15.1587
18: 16.1793
19: 17.196
20: 18.2126
21: 19.2333
22: 20.2499
23: 21.2666
24: 22.2872
25: 23.3039
26: 24.7376
27: 27.2276
28: 29.2305
29: 31.6797
30: 34.1289
31: 36.5781
32: 39.0273
33: 41.4766
34: 43.9258
35: 46.375
36: 48.8242
37: 51.2734
38: 53.7227
39: 56.1719
40: 58.6211
41: 61.0703
42: 63.5195
43: 65.9688
44: 68.418
45: 70.8672
46: 73.3164
47: 75.7656
48: 78.2148
49: 80.6641
50: 83.1133
51: 85.5625
52: 88.0117
53: 90.4609
54: 92.9102
55: 95.3594
56: 97.8086
57: 100.258
58: 102.707
59: 105.156
60: 107.605
61: 110.055
62: 112.504
63: 114.953
64: 117.402
65: 119.852
66: 122.301
67: 124.75
68: 127.199
69: 129.648
70: 132.098
71: 134.547
72: 136.465
73: 137.43
74: 138.398
75: 139.363
76: 140.332
77: 141.297
78: 142.266
79: 143.23
80: 144.199
81: 145.164
82: 146.133
83: 147.098
84: 148.066
85: 149.031
86: 150
87: 150.965
88: 151.934
89: 152.898
90: 153.867
91: 154.832
92: 155.801
93: 156.766
94: 157.734
95: 158.699
96: 159.664
97: 160.633
98: 161.598
99: 162.566
100: 163.531
101: 164.5
102: 165.465
103: 166.434
104: 167.398
105: 168.367
106: 169.332
107: 170.301
108: 171.266
109: 172.234
110: 173.199
111: 174.168
112: 175.133
113: 176.102
114: 177.066
115: 178.035
116: 179
117: 179.969
118: 180.934
119: 181.902
120: 182.867
121: 183.836
122: 184.801
123: 185.77
124: 186.734
125: 187.703
126: 188.668
127: 189.637
