# Eighth position of the slider with the value 2

max-counts: 127
# counts: pixels
0: 0
1: 0.309766
2: 0.619531
3: 1.36615
4: 2.89115
5: 4.42012
6: 5.94512
7: 7.47409
8: 8.99909
9: 10.5281
10: 12.0531
11: 13.582
12: 15.107
13: 16.636
14: 18.161
15: 19.686
16: 21.215
17: 22.74
18: 24.2689
19: 25.7939
20: 27.3229
21: 28.375
22: 29.8789
23: 31.3789
24: 32.8828
25: 34.3828
26: 36.5
27: 40.1719
28: 43.8477
29: 47.5195
30: 51.1953
31: 54.8672
32: 58.543
33: 62.2148
34: 65.8906
35: 69.5625
36: 73.2344
37: 76.9102
38: 80.582
39: 84.2578
40: 87.9297
41: 91.6055
42: 95.2773
43: 98.9531
44: 102.625
45: 106.301
46: 109.973
47: 113.648
48: 117.32
49: 120.996
50: 124.668
51: 128.344
52: 132.016
53: 135.691
54: 139.363
55: 143.039
56: 146.711
57: 150.387
58: 154.059
59: 157.734
60: 161.406
61: 165.082
62: 168.754
63: 172.43
64: 176.102
65: 179.777
66: 183.449
67: 187.125
68: 190.797
69: 194.473
70: 198.145
71: 201.82
72: 204.695
73: 206.148
74: 207.598
75: 209.047
76: 210.496
77: 211.949
78: 213.398
79: 214.848
80: 216.297
81: 217.746
82: 219.199
83: 220.648
84: 222.098
85: 223.547
86: 225
87: 226.449
88: 227.898
89: 229.348
90: 230.801
91: 232.25
92: 233.699
93: 235.148
94: 236.602
95: 238.051
96: 239.5
97: 240.949
98: 242.398
99: 243.852
100: 245.301
101: 246.75
102: 248.199
103: 249.652
104: 251.102
105: 252.551
106: 254
107: 255.453
108: 256.902
109: 258.352
110: 259.801
111: 261.254
112: 262.703
113: 264.152
114: 265.602
115: 267.051
116: 268.504
117: 269.953
118: 271.402
119: 272.852
120: 274.305
121: 275.754
122: 277.203
123: 278.652
124: 280.105
125: 281.555
126: 283.004
127: 284.453
