# Tenth position of the slider with the value 3

max-counts: 127
# counts: pixels
0: 0
1: 0.413021
2: 0.826042
3: 1.82285
4: 3.85618
5: 5.89349
6: 7.93079
7: 9.96413
8: 12.0014
9: 14.0348
10: 16.0721
11: 18.1094
12: 20.1427
13: 22.18
14: 24.2173
15: 26.2507
16: 28.288
17: 29.8242
18: 31.8281
19: 33.832
20: 35.832
21: 37.8359
22: 39.8359
23: 41.8398
24: 43.8438
25: 45.8438
26: 48.6641
27: 53.5625
28: 58.4609
29: 63.3594
30: 68.2578
31: 73.1562
32: 78.0547
33: 82.9531
34: 87.8516
35: 92.75
36: 97.6484
37: 102.547
38: 107.445
39: 112.344
40: 117.242
41: 122.141
42: 127.039
43: 131.938
44: 136.836
45: 141.734
46: 146.633
47: 151.531
48: 156.43
49: 161.328
50: 166.227
51: 171.125
52: 176.023
53: 180.922
54: 185.82
55: 190.719
56: 195.617
57: 200.516
58: 205.414
59: 210.312
60: 215.211
61: 220.109
62: 225.008
63: 229.906
64: 234.805
65: 239.703
66: 244.602
67: 249.5
68: 254.398
69: 259.297
70: 264.195
71: 269.094
72: 272.93
73: 274.863
74: 276.797
75: 278.73
76: 280.664
77: 282.598
78: 284.531
79: 286.465
80: 288.398
81: 290.332
82: 292.266
83: 294.199
84: 296.133
85: 298.066
86: 300
87: 301.934
88: 303.867
89: 305.801
90: 307.734
91: 309.668
92: 311.602
93: 313.535
94: 315.469
95: 317.402
96: 319.332
97: 321.266
98: 323.199
99: 325.133
100: 327.066
101: 329
102: 330.934
103: 332.867
104: 334.801
105: 336.734
106: 338.668
107: 340.602
108: 342.535
109: 344.469
110: 346.402
111: 348.336
112: 350.27
113: 352.203
114: 354.137
115: 356.07
116: 358.004
117: 359.938
118: 361.871
119: 363.805
120: 365.738
121: 367.672
122: 369.605
123: 371.539
124: 373.473
125: 375.406
126: 377.34
127: 379.273
