# Seventh position of the slider with the value 1.5

max-counts: 127
# counts: pixels
0: 0
1: 0.258138
2: 0.516276
3: 1.13978
4: 2.41061
5: 3.68145
6: 4.95625
7: 6.22708
8: 7.49792
9: 8.77272
10: 10.0436
11: 11.3184
12: 12.5892
13: 13.86
14: 15.1348
15: 16.4057
16: 17.6805
17: 18.9513
18: 20.2221
19: 21.4969
20: 22.7678
21: 24.0386
22: 25.3134
23: 26.5842
24: 27.859
25: 28.6523
26: 30.4141
27: 33.4766
28: 36.5391
29: 39.5977
30: 42.6602
31: 45.7227
32: 48.7852
33: 51.8438
34: 54.9062
35: 57.9688
36: 61.0312
37: 64.0898
38: 67.1523
39: 70.2148
40: 73.2773
41: 76.3359
42: 79.3984
43: 82.4609
44: 85.5234
45: 88.582
46: 91.6445
47: 94.707
48: 97.7695
49: 100.828
50: 103.891
51: 106.953
52: 110.016
53: 113.074
54: 116.137
55: 119.199
56: 122.262
57: 125.32
58: 128.383
59: 131.445
60: 134.508
61: 137.566
62: 140.629
63: 143.691
64: 146.754
65: 149.812
66: 152.875
67: 155.938
68: 158.996
69: 162.059
70: 165.121
71: 168.184
72: 170.582
73: 171.789
74: 172.996
75: 174.207
76: 175.414
77: 176.621
78: 177.832
79: 179.039
80: 180.246
81: 181.457
82: 182.664
83: 183.875
84: 185.082
85: 186.289
86: 187.5
87: 188.707
88: 189.914
89: 191.125
90: 192.332
91: 193.539
92: 194.75
93: 195.957
94: 197.168
95: 198.375
96: 199.582
97: 200.793
98: 202
99: 203.207
100: 204.418
101: 205.625
102: 206.832
103: 208.043
104: 209.25
105: 210.461
106: 211.668
107: 212.875
108: 214.086
109: 215.293
110: 216.5
111: 217.711
112: 218.918
113: 220.125
114: 221.336
115: 222.543
116: 223.754
117: 224.961
118: 226.168
119: 227.379
120: 228.586
121: 229.793
122: 231.004
123: 232.211
124: 233.418
125: 234.629
126: 235.836
127: 237.047
