# Fourth position of the slider with the value 0.6875

max-counts: 127
# counts: pixels
0: 0
1: 0.230339
2: 0.464648
3: 0.885612
4: 1.65208
5: 2.41855
6: 3.18105
7: 3.95944
8: 4.73385
9: 5.50827
10: 6.28665
11: 7.06107
12: 7.83945
13: 8.61387
14: 9.39225
15: 10.1667
16: 10.9411
17: 11.7195
18: 12.4939
19: 13.2723
20: 14.0467
21: 14.8211
22: 15.5995
23: 16.3739
24: 17.1523
25: 17.9267
26: 18.987
27: 20.7781
28: 22.5652
29: 24.3523
30: 26.1395
31: 27.9305
32: 29.2305
33: 30.9883
34: 32.7461
35: 34.5078
36: 36.2656
37: 38.0234
38: 39.7852
39: 41.543
40: 43.3008
41: 45.0586
42: 46.8203
43: 48.5781
44: 50.3359
45: 52.0938
46: 53.8555
47: 55.6133
48: 57.3711
49: 59.1289
50: 60.8906
51: 62.6484
52: 64.4062
53: 66.1641
54: 67.9258
55: 69.6836
56: 71.4414
57: 73.1992
58: 74.9609
59: 76.7188
60: 78.4766
61: 80.2344
62: 81.9961
63: 83.7539
64: 85.5117
65: 87.2734
66: 89.0312
67: 90.7891
68: 92.5469
69: 94.3086
70: 96.0664
71: 97.8242
72: 99.2188
73: 99.957
74: 100.699
75: 101.438
76: 102.176
77: 102.918
78: 103.656
79: 104.395
80: 105.137
81: 105.875
82: 106.613
83: 107.355
84: 108.094
85: 108.832
86: 109.574
87: 110.312
88: 111.051
89: 111.793
90: 112.531
91: 113.273
92: 114.012
93: 114.75
94: 115.492
95: 116.23
96: 116.969
97: 117.711
98: 118.449
99: 119.188
100: 119.93
101: 120.668
102: 121.406
103: 122.148
104: 122.887
105: 123.625
106: 124.367
107: 125.105
108: 125.844
109: 126.586
110: 127.324
111: 128.066
112: 128.805
113: 129.543
114: 130.285
115: 131.023
116: 131.762
117: 132.504
118: 133.242
119: 133.98
120: 134.723
121: 135.461
122: 136.199
123: 136.941
124: 137.68
125: 138.418
126: 139.16
127: 139.898
