# Third position of the slider with the value 0.5

max-counts: 127
# counts: pixels
0: 0
1: 0.222396
2: 0.448763
3: 0.818099
4: 1.44954
5: 2.08099
6: 2.71244
7: 3.34388
8: 3.97533
9: 4.60677
10: 5.23822
11: 5.86569
12: 6.49714
13: 7.12858
14: 7.76003
15: 8.39147
16: 9.02292
17: 9.65436
18: 10.2858
19: 10.9133
20: 11.5447
21: 12.1762
22: 12.8076
23: 13.4391
24: 14.0705
25: 14.702
26: 15.5399
27: 16.9061
28: 18.2722
29: 19.6423
30: 21.0085
31: 22.3746
32: 23.7408
33: 25.1069
34: 26.477
35: 27.8432
36: 28.7305
37: 30.0742
38: 31.4219
39: 32.7656
40: 34.1094
41: 35.4531
42: 36.7969
43: 38.1445
44: 39.4883
45: 40.832
46: 42.1758
47: 43.5195
48: 44.8672
49: 46.2109
50: 47.5547
51: 48.8984
52: 50.2461
53: 51.5898
54: 52.9336
55: 54.2773
56: 55.6211
57: 56.9688
58: 58.3125
59: 59.6562
60: 61
61: 62.3477
62: 63.6914
63: 65.0352
64: 66.3789
65: 67.7227
66: 69.0703
67: 70.4141
68: 71.7578
69: 73.1016
70: 74.4453
71: 75.793
72: 76.8711
73: 77.4727
74: 78.0781
75: 78.6797
76: 79.2852
77: 79.8867
78: 80.4922
79: 81.0938
80: 81.6992
81: 82.3008
82: 82.9062
83: 83.5078
84: 84.1133
85: 84.7148
86: 85.3164
87: 85.9219
88: 86.5234
89: 87.1289
90: 87.7305
91: 88.3359
92: 88.9375
93: 89.543
94: 90.1445
95: 90.75
96: 91.3516
97: 91.957
98: 92.5586
99: 93.1641
100: 93.7656
101: 94.3672
102: 94.9727
103: 95.5742
104: 96.1797
105: 96.7812
106: 97.3867
107: 97.9883
108: 98.5938
109: 99.1953
110: 99.8008
111: 100.402
112: 101.008
113: 101.609
114: 102.211
115: 102.816
116: 103.418
117: 104.023
118: 104.625
119: 105.23
120: 105.832
121: 106.438
122: 107.039
123: 107.645
124: 108.246
125: 108.852
126: 109.453
127: 110.059
