# Fifth position of the slider with the value 0.875

max-counts: 127
# counts: pixels
0: 0
1: 0.238281
2: 0.476562
3: 0.953125
4: 1.85065
5: 2.75215
6: 3.64967
7: 4.57103
8: 5.49238
9: 6.41374
10: 7.33509
11: 8.25644
12: 9.1778
13: 10.0992
14: 11.0205
15: 11.9419
16: 12.8632
17: 13.7846
18: 14.7059
19: 15.6273
20: 16.5486
21: 17.47
22: 18.3874
23: 19.3087
24: 20.2301
25: 21.1514
26: 22.4382
27: 24.6462
28: 26.8543
29: 28.5898
30: 30.7617
31: 32.9336
32: 35.1094
33: 37.2812
34: 39.4531
35: 41.6289
36: 43.8008
37: 45.9727
38: 48.1445
39: 50.3203
40: 52.4922
41: 54.6641
42: 56.8398
43: 59.0117
44: 61.1836
45: 63.3594
46: 65.5312
47: 67.7031
48: 69.8789
49: 72.0508
50: 74.2227
51: 76.3945
52: 78.5703
53: 80.7422
54: 82.9141
55: 85.0898
56: 87.2617
57: 89.4336
58: 91.6094
59: 93.7812
60: 95.9531
61: 98.125
62: 100.301
63: 102.473
64: 104.645
65: 106.82
66: 108.992
67: 111.164
68: 113.34
69: 115.512
70: 117.684
71: 119.855
72: 121.566
73: 122.441
74: 123.316
75: 124.191
76: 125.07
77: 125.945
78: 126.82
79: 127.695
80: 128.574
81: 129.449
82: 130.324
83: 131.199
84: 132.078
85: 132.953
86: 133.828
87: 134.703
88: 135.582
89: 136.457
90: 137.332
91: 138.207
92: 139.082
93: 139.961
94: 140.836
95: 141.711
96: 142.586
97: 143.465
98: 144.34
99: 145.215
100: 146.09
101: 146.969
102: 147.844
103: 148.719
104: 149.594
105: 150.473
106: 151.348
107: 152.223
108: 153.098
109: 153.973
110: 154.852
111: 155.727
112: 156.602
113: 157.477
114: 158.355
115: 159.23
116: 160.105
117: 160.98
118: 161.859
119: 162.734
120: 163.609
121: 164.484
122: 165.359
123: 166.238
124: 167.113
125: 167.988
126: 168.863
127: 169.742
